80.0	1.470
81.0	1.421
82.0	1.374
83.0	1.328
84.0	1.285
85.0	1.243
86.0	1.203
87.0	1.164
88.0	1.127
89.0	1.092
90.0	1.057
91.0	1.025
92.0	0.9934
93.0	0.9635
94.0	0.9341
95.0	0.9060
96.0	0.8792
97.0	0.8533
98.0	0.8281
99.0	0.8039
100.0	0.7807
101.0	0.7582
102.0	0.7365
103.0	0.7154
104.0	0.6948
105.0	0.6750
106.0	0.6561
107.0	0.6379
108.0	0.6203
109.0	0.6033
110.0	0.5869
110.5	0.5788
111.0	0.5708
111.5	0.5629
112.0	0.5552
112.5	0.5476
113.0	0.5402
113.5	0.5329
114.0	0.5258
114.5	0.5187
115.0	0.5117
115.5	0.5049
116.0	0.4981
116.5	0.4916
117.0	0.4850
117.5	0.4787
118.0	0.4724
118.5	0.4662
119.0	0.4602
119.5	0.4542
120.0	0.4483
120.5	0.4426
121.0	0.4368
121.5	0.4312
122.0	0.4257
122.5	0.4203
123.0	0.4150
123.5	0.4096
124.0	0.4044
124.5	0.3993
125.0	0.3943
125.5	0.3893
126.0	0.3843
126.5	0.3794
127.0	0.3746
127.5	0.3699
128.0	0.3652
128.5	0.3606
129.0	0.3561
129.5	0.3516
130.0	0.3473
130.5	0.3430
131.0	0.3388
131.5	0.3347
132.0	0.3306
132.5	0.3266
133.0	0.3226
133.5	0.3188
134.0	0.3149
134.5	0.3112
135.0	0.3074
135.5	0.3038
136.0	0.3001
136.5	0.2966
137.0	0.2930
137.5	0.2895
138.0	0.2861
138.5	0.2827
139.0	0.2793
139.5	0.2760
140.0	0.2728
141.0	0.2664
142.0	0.2601
143.0	0.2541
144.0	0.2482
145.0	0.2424
146.0	0.2368
147.0	0.2314
148.0	0.2261
149.0	0.2209
150.0	0.2159
151.0	0.2110
152.0	0.2063
153.0	0.2016
154.0	0.1969
155.0	0.1923
156.0	0.1871
157.0	0.1821
158.0	0.1773
159.0	0.1728
160.0	0.1687
162.0	0.1634
164.0	0.1587
165.0	0.1561
166.0	0.1533
168.0	0.1471
170.0	0.1408
172.0	0.1350
174.0	0.1294
175.0	0.1266
176.0	0.1239
178.0	0.1186
180.0	0.1137
182.0	0.1095
184.0	0.1057
185.0	0.1038
186.0	0.1018
188.0	0.09798
190.0	0.09428
192.0	0.09079
194.0	0.08745
195.0	0.08584
196.0	0.08426
198.0	0.08120
200.0	0.07827
202.0	0.07545
204.0	0.07274
206.0	0.07014
208.0	0.06765
210.0	0.06526
212.0	0.06299
214.0	0.06080
216.0	0.05871
218.0	0.05670
220.0	0.05476
222.0	0.05290
224.0	0.05110
226.0	0.04937
228.0	0.04771
230.0	0.04614
232.0	0.04460
234.0	0.04311
236.0	0.04169
238.0	0.04032
240.0	0.03901
242.0	0.03775
244.0	0.03653
246.0	0.03536
248.0	0.03423
250.0	0.03314
252.0	0.03208
254.0	0.03106
256.0	0.03007
258.0	0.02912
260.0	0.02821
262.0	0.02734
264.0	0.02650
266.0	0.02569
268.0	0.02491
270.0	0.02415
272.0	0.02342
274.0	0.02272
276.0	0.02204
278.0	0.02138
280.0	0.02075
282.0	0.02014
284.0	0.01954
286.0	0.01897
288.0	0.01842
290.0	0.01788
295.0	0.01662
300.0	0.01547
