80.0	1.470	+3.7	-3.9
81.0	1.421	+3.8	-3.9
82.0	1.374	+3.8	-4.0
83.0	1.328	+3.8	-4.0
84.0	1.285	+3.8	-4.0
85.0	1.243	+3.9	-4.0
86.0	1.203	+3.9	-4.0
87.0	1.164	+3.9	-4.0
88.0	1.127	+3.9	-4.0
89.0	1.092	+3.9	-4.0
90.0	1.057	+3.9	-4.0
91.0	1.025	+4.1	-4.1
92.0	0.9934	+4.2	-4.3
93.0	0.9635	+4.3	-4.5
94.0	0.9341	+4.5	-4.6
95.0	0.9060	+4.6	-4.7
96.0	0.8792	+4.6	-4.7
97.0	0.8533	+4.6	-4.7
98.0	0.8281	+4.6	-4.6
99.0	0.8039	+4.5	-4.6
100.0	0.7807	+4.5	-4.5
101.0	0.7582	+4.5	-4.6
102.0	0.7365	+4.6	-4.7
103.0	0.7154	+4.7	-4.8
104.0	0.6948	+4.8	-4.8
105.0	0.6750	+4.9	-4.9
106.0	0.6561	+5.1	-5.1
107.0	0.6379	+5.2	-5.2
108.0	0.6203	+5.3	-5.3
109.0	0.6033	+5.4	-5.4
110.0	0.5869	+5.4	-5.4
110.5	0.5788	+5.4	-5.4
111.0	0.5708	+5.4	-5.4
111.5	0.5629	+5.4	-5.4
112.0	0.5552	+5.4	-5.4
112.5	0.5476	+5.5	-5.5
113.0	0.5402	+5.6	-5.5
113.5	0.5329	+5.6	-5.5
114.0	0.5258	+5.6	-5.5
114.5	0.5187	+5.6	-5.5
115.0	0.5117	+5.6	-5.5
115.5	0.5049	+5.5	-5.5
116.0	0.4981	+5.5	-5.5
116.5	0.4916	+5.4	-5.4
117.0	0.4850	+5.3	-5.3
117.5	0.4787	+5.2	-5.2
118.0	0.4724	+5.2	-5.2
118.5	0.4662	+5.2	-5.1
119.0	0.4602	+5.1	-5.0
119.5	0.4542	+5.1	-5.0
120.0	0.4483	+5.0	-4.9
120.5	0.4426	+5.0	-4.9
121.0	0.4368	+5.0	-4.9
121.5	0.4312	+5.0	-4.9
122.0	0.4257	+5.0	-4.9
122.5	0.4203	+5.0	-5.0
123.0	0.4150	+5.1	-5.0
123.5	0.4096	+5.1	-5.0
124.0	0.4044	+5.1	-5.0
124.5	0.3993	+5.1	-5.0
125.0	0.3943	+5.1	-5.0
125.5	0.3893	+5.1	-5.0
126.0	0.3843	+5.1	-5.0
126.5	0.3794	+5.2	-5.1
127.0	0.3746	+5.2	-5.1
127.5	0.3699	+5.2	-5.1
128.0	0.3652	+5.3	-5.1
128.5	0.3606	+5.3	-5.1
129.0	0.3561	+5.4	-5.2
