80.0	2.424	+2.9	-3.3
81.0	2.399	+3.0	-3.3
82.0	2.364	+2.9	-3.1
83.0	2.346	+3.0	-3.0
84.0	2.326	+2.9	-3.0
85.0	2.300	+2.9	-3.0
86.0	2.283	+2.9	-3.0
87.0	2.258	+2.9	-3.2
88.0	2.240	+2.8	-3.2
89.0	2.209	+2.9	-3.2
90.0	2.191	+2.9	-2.9
91.0	2.170	+2.9	-2.9
92.0	2.153	+2.8	-3.2
93.0	2.129	+2.9	-2.9
94.0	2.108	+2.9	-2.9
95.0	2.084	+2.8	-3.1
96.0	2.068	+2.9	-3.1
97.0	2.046	+2.9	-3.0
98.0	2.027	+2.9	-3.1
99.0	2.004	+2.8	-3.1
100.0	1.988	+2.8	-3.1
101.0	1.967	+2.9	-3.1
102.0	1.945	+2.7	-3.0
103.0	1.933	+2.8	-3.0
104.0	1.914	+2.8	-3.1
105.0	1.897	+2.8	-3.0
106.0	1.877	+2.8	-3.0
107.0	1.862	+2.7	-3.0
108.0	1.841	+2.7	-3.0
109.0	1.826	+2.8	-3.0
110.0	1.809	+2.7	-3.0
110.5	1.799	+2.7	-2.8
111.0	1.791	+2.7	-3.0
111.5	1.784	+2.7	-3.0
112.0	1.780	+2.7	-3.0
112.5	1.771	+2.8	-3.0
113.0	1.764	+2.8	-3.0
113.5	1.753	+2.8	-3.0
114.0	1.743	+2.7	-3.0
114.5	1.735	+2.7	-3.0
115.0	1.729	+2.7	-3.0
115.5	1.719	+2.8	-3.0
116.0	1.714	+2.8	-3.0
116.5	1.704	+2.8	-3.0
117.0	1.699	+2.7	-3.0
117.5	1.688	+2.8	-3.0
118.0	1.683	+2.9	-3.0
118.5	1.675	+2.8	-3.0
119.0	1.666	+2.9	-3.0
119.5	1.659	+2.8	-3.0
120.0	1.649	+2.8	-3.0
120.5	1.643	+2.8	-2.9
121.0	1.636	+2.8	-3.0
121.5	1.631	+2.8	-3.0
122.0	1.623	+2.9	-3.0
122.5	1.615	+2.8	-3.0
123.0	1.608	+2.8	-3.0
123.5	1.598	+2.8	-3.0
124.0	1.595	+2.9	-3.0
124.5	1.587	+2.8	-3.0
125.0	1.578	+2.8	-3.0
125.5	1.573	+2.8	-3.0
126.0	1.568	+2.9	-2.9
126.5	1.558	+2.8	-2.9
127.0	1.552	+2.9	-2.9
127.5	1.543	+2.8	-2.9
128.0	1.540	+2.8	-2.9
128.5	1.531	+2.8	-2.9
129.0	1.525	+2.8	-2.9
129.5	1.513	+2.8	-2.9
130.0	1.511	+2.8	-2.9
130.5	1.504	+2.8	-2.9
131.0	1.497	+2.8	-2.9
131.5	1.492	+2.8	-2.9
132.0	1.485	+2.8	-2.8
132.5	1.479	+2.8	-2.9
133.0	1.473	+2.8	-2.9
133.5	1.466	+2.8	-2.9
134.0	1.462	+2.8	-2.9
134.5	1.455	+2.8	-2.9
135.0	1.448	+2.8	-2.9
135.5	1.444	+2.8	-2.9
136.0	1.436	+2.8	-2.9
136.5	1.429	+2.8	-2.9
137.0	1.423	+2.7	-2.9
137.5	1.417	+2.7	-2.9
138.0	1.412	+2.8	-2.9
138.5	1.407	+2.8	-2.9
139.0	1.400	+2.7	-2.9
139.5	1.396	+2.7	-2.9
140.0	1.389	+2.7	-2.9
141.0	1.377	+2.7	-2.9
142.0	1.365	+2.7	-2.9
143.0	1.354	+2.7	-2.9
144.0	1.344	+2.7	-2.9
145.0	1.333	+2.8	-2.8
146.0	1.321	+2.7	-2.8
147.0	1.311	+2.7	-2.8
148.0	1.302	+2.8	-2.8
149.0	1.291	+2.7	-2.8
150.0	1.280	+2.8	-2.9
151.0	1.268	+2.7	-2.9
152.0	1.259	+2.7	-2.8
153.0	1.250	+2.8	-2.8
154.0	1.240	+2.7	-2.8
155.0	1.231	+2.7	-2.9
156.0	1.222	+2.7	-2.7
157.0	1.212	+2.7	-2.8
158.0	1.204	+2.7	-2.8
159.0	1.194	+2.8	-2.7
160.0	1.185	+2.7	-2.7
162.0	1.171	+2.7	-2.7
164.0	1.152	+2.7	-2.7
165.0	1.141	+2.8	-2.7
166.0	1.132	+2.8	-2.7
168.0	1.114	+2.8	-2.7
170.0	1.098	+2.8	-2.7
172.0	1.080	+2.8	-2.7
174.0	1.062	+2.8	-2.7
175.0	1.055	+2.8	-2.7
176.0	1.047	+2.8	-2.7
178.0	1.031	+2.8	-2.7
180.0	1.015	+2.9	-2.7
182.0	0.9980	+2.8	-2.7
184.0	0.9830	+2.7	-2.7
185.0	0.9760	+2.7	-2.7
186.0	0.9690	+2.7	-2.7
188.0	0.9536	+2.8	-2.7
190.0	0.9387	+2.8	-2.6
192.0	0.9238	+2.7	-2.6
194.0	0.9090	+2.8	-2.6
195.0	0.9018	+2.7	-2.6
196.0	0.8953	+2.8	-2.8
198.0	0.8819	+2.8	-2.6
200.0	0.8685	+2.8	-2.8
202.0	0.8568	+2.7	-2.8
204.0	0.8456	+2.8	-2.8
206.0	0.8356	+2.8	-2.8
208.0	0.8259	+2.8	-2.8
210.0	0.8163	+2.7	-2.7
212.0	0.8067	+2.7	-2.8
214.0	0.7970	+2.7	-2.7
216.0	0.7873	+2.7	-2.7
218.0	0.7776	+2.6	-2.7
220.0	0.7677	+2.7	-2.7
222.0	0.7579	+2.9	-2.7
224.0	0.7481	+2.8	-2.7
226.0	0.7381	+2.8	-2.7
228.0	0.7287	+2.8	-2.7
230.0	0.7190	+2.8	-2.7
232.0	0.7095	+2.8	-2.7
234.0	0.6999	+2.7	-2.7
236.0	0.6903	+2.8	-2.7
238.0	0.6806	+2.7	-2.7
240.0	0.6703	+2.8	-2.7
242.0	0.6604	+2.8	-2.7
244.0	0.6506	+2.7	-2.7
246.0	0.6410	+2.8	-2.7
248.0	0.6319	+2.7	-2.7
250.0	0.6225	+2.8	-2.7
252.0	0.6136	+2.8	-2.7
254.0	0.6050	+2.8	-2.7
256.0	0.5964	+2.7	-2.6
258.0	0.5879	+2.8	-2.6
260.0	0.5797	+2.8	-2.6
262.0	0.5714	+2.8	-2.6
264.0	0.5636	+2.8	-2.6
266.0	0.5554	+2.8	-2.6
268.0	0.5477	+2.7	-2.6
270.0	0.5401	+2.8	-2.6
272.0	0.5328	+2.8	-2.6
274.0	0.5255	+2.8	-2.6
276.0	0.5184	+2.7	-2.6
278.0	0.5115	+2.6	-2.6
280.0	0.5045	+2.7	-2.6
282.0	0.4978	+2.7	-2.6
284.0	0.4911	+2.8	-2.6
286.0	0.4845	+2.7	-2.7
288.0	0.4780	+2.8	-2.7
290.0	0.4716	+2.8	-2.8
295.0	0.4562	+2.8	-2.8
300.0	0.4408	+2.8	-2.8
305.0	0.4266	+2.8	-2.8
310.0	0.4131	+2.8	-2.8
315.0	0.3999	+2.8	-2.8
320.0	0.3875	+2.8	-2.8
325.0	0.3753	+2.7	-2.8
330.0	0.3637	+2.8	-2.9
335.0	0.3526	+2.8	-2.8
340.0	0.3422	+2.8	-2.8
345.0	0.3303	+2.8	-2.8
350.0	0.3200	+2.8	-2.9
360.0	0.3028	+2.8	-3.0
370.0	0.2896	+2.8	-3.0
380.0	0.2776	+2.9	-3.1
390.0	0.2660	+2.9	-3.2
400.0	0.2543	+2.9	-3.2
420.0	0.2317	+3.1	-3.2
440.0	0.2103	+3.1	-3.3
450.0	0.2002	+3.1	-3.6
460.0	0.1905	+3.2	-3.6
480.0	0.1724	+3.2	-3.6
500.0	0.1561	+3.4	-3.7
520.0	0.1414	+3.4	-3.9
540.0	0.1283	+3.5	-4.1
550.0	0.1223	+3.5	-4.1
560.0	0.1166	+3.5	-4.1
580.0	0.1062	+3.7	-4.3
600.0	0.09688	+3.9	-4.3
620.0	0.08861	+3.9	-4.4
640.0	0.08121	+4.0	-4.6
650.0	0.07784	+4.0	-4.8
660.0	0.07459	+4.2	-4.8
680.0	0.06865	+4.3	-4.9
700.0	0.06330	+4.4	-5.0
720.0	0.05853	+4.4	-5.3
740.0	0.05420	+4.5	-5.2
750.0	0.05235	+4.7	-5.2
760.0	0.05032	+4.8	-5.4
780.0	0.04682	+4.9	-5.6
800.0	0.04365	+5.0	-5.7
820.0	0.04078	+5.0	-6.0
840.0	0.03815	+5.2	-6.1
850.0	0.03706	+5.4	-6.0
860.0	0.03579	+5.5	-6.2
880.0	0.03363	+5.5	-6.3
900.0	0.03164	+5.6	-6.5
920.0	0.02986	+5.7	-6.8
940.0	0.02820	+5.8	-6.9
950.0	0.02745	+6.0	-6.8
960.0	0.02669	+6.1	-7.0
980.0	0.02524	+6.2	-7.1
1000.0	0.02399	+6.3	-7.2
